Data,Município,Índice
21 de out. de 2020,Humaitá,0.33
21 de out. de 2020,Boca do Acre,0.41
22 de out. de 2020,Manaus,0.35
22 de out. de 2020,Careiro,0.43
22 de out. de 2020,Careiro da Várzea,0.52
22 de out. de 2020,Tabatinga,0.37
22 de out. de 2020,Coari,0.36
22 de out. de 2020,Borba,0.31
22 de out. de 2020,Manacapuru,0.41
22 de out. de 2020,Humaitá,0.32
22 de out. de 2020,Lábrea,0.42
22 de out. de 2020,Parintins,0.35
22 de out. de 2020,Boca do Acre,0.47
22 de out. de 2020,Itacoatiara,0.36
22 de out. de 2020,Manicoré,0.34
22 de out. de 2020,Autazes,0.39
22 de out. de 2020,Maués,0.34
22 de out. de 2020,São Gabriel da Cachoeira,0.29
22 de out. de 2020,Presidente Figueiredo,0.35
22 de out. de 2020,Iranduba,0.38
22 de out. de 2020,Tefé,0.33
22 de out. de 2020,Rio Preto da Eva,0.36
23 de out. de 2020,Borba,0.37
23 de out. de 2020,Humaitá,0.29
23 de out. de 2020,Iranduba,0.41
23 de out. de 2020,Coari,0.37
23 de out. de 2020,Manaus,0.36
23 de out. de 2020,São Gabriel da Cachoeira,0.27
23 de out. de 2020,Boca do Acre,0.47
23 de out. de 2020,Careiro,0.42
23 de out. de 2020,Parintins,0.32
23 de out. de 2020,Careiro da Várzea,0.6
23 de out. de 2020,Manacapuru,0.38
23 de out. de 2020,Manicoré,0.34
23 de out. de 2020,Presidente Figueiredo,0.38
23 de out. de 2020,Tefé,0.39
23 de out. de 2020,Autazes,0.38
23 de out. de 2020,Lábrea,0.38
23 de out. de 2020,Maués,0.27
23 de out. de 2020,Itacoatiara,0.35
23 de out. de 2020,Tabatinga,0.39
23 de out. de 2020,Rio Preto da Eva,0.39
24 de out. de 2020,Manaus,0.41
24 de out. de 2020,São Gabriel da Cachoeira,0.35
24 de out. de 2020,Boca do Acre,0.46
24 de out. de 2020,Iranduba,0.46
24 de out. de 2020,Manacapuru,0.4
24 de out. de 2020,Maués,0.35
24 de out. de 2020,Humaitá,0.36
24 de out. de 2020,Careiro da Várzea,0.62
24 de out. de 2020,Itacoatiara,0.33
24 de out. de 2020,Rio Preto da Eva,0.47
24 de out. de 2020,Coari,0.41
24 de out. de 2020,Presidente Figueiredo,0.42
24 de out. de 2020,Tefé,0.41
24 de out. de 2020,Borba,0.41
24 de out. de 2020,Parintins,0.34
24 de out. de 2020,Autazes,0.38
24 de out. de 2020,Careiro,0.52
24 de out. de 2020,Tabatinga,0.45
24 de out. de 2020,Lábrea,0.36
24 de out. de 2020,Manicoré,0.35
25 de out. de 2020,Tefé,0.44
25 de out. de 2020,Iranduba,0.47
25 de out. de 2020,Coari,0.51
25 de out. de 2020,Presidente Figueiredo,0.46
25 de out. de 2020,Parintins,0.4
25 de out. de 2020,Borba,0.51
25 de out. de 2020,Itacoatiara,0.41
25 de out. de 2020,Manacapuru,0.45
25 de out. de 2020,Manaus,0.46
25 de out. de 2020,Manicoré,0.41
25 de out. de 2020,Careiro,0.45
25 de out. de 2020,Lábrea,0.51
25 de out. de 2020,Maués,0.45
25 de out. de 2020,Careiro da Várzea,0.66
25 de out. de 2020,Tabatinga,0.53
25 de out. de 2020,Rio Preto da Eva,0.45
25 de out. de 2020,Boca do Acre,0.52
25 de out. de 2020,Humaitá,0.45
25 de out. de 2020,São Gabriel da Cachoeira,0.36
25 de out. de 2020,Autazes,0.46
26 de out. de 2020,Coari,0.36
26 de out. de 2020,Iranduba,0.4
26 de out. de 2020,Boca do Acre,0.4
26 de out. de 2020,Manacapuru,0.39
26 de out. de 2020,Parintins,0.37
26 de out. de 2020,Tefé,0.36
26 de out. de 2020,Careiro,0.38
26 de out. de 2020,Itacoatiara,0.34
26 de out. de 2020,Humaitá,0.36
26 de out. de 2020,Maués,0.3
26 de out. de 2020,Manaus,0.37
26 de out. de 2020,Careiro da Várzea,0.49
26 de out. de 2020,Tabatinga,0.39
26 de out. de 2020,Borba,0.33
26 de out. de 2020,Manicoré,0.37
26 de out. de 2020,Lábrea,0.31
26 de out. de 2020,Rio Preto da Eva,0.34
26 de out. de 2020,São Gabriel da Cachoeira,0.34
26 de out. de 2020,Autazes,0.43
26 de out. de 2020,Presidente Figueiredo,0.33
27 de out. de 2020,Humaitá,0.29
27 de out. de 2020,Itacoatiara,0.38
27 de out. de 2020,Tabatinga,0.4
27 de out. de 2020,Rio Preto da Eva,0.38
27 de out. de 2020,Presidente Figueiredo,0.32
27 de out. de 2020,Manicoré,0.41
27 de out. de 2020,Coari,0.37
27 de out. de 2020,Maués,0.39
27 de out. de 2020,Lábrea,0.35
27 de out. de 2020,Tefé,0.37
27 de out. de 2020,São Gabriel da Cachoeira,0.35
27 de out. de 2020,Autazes,0.39
27 de out. de 2020,Careiro,0.45
27 de out. de 2020,Boca do Acre,0.5
27 de out. de 2020,Manacapuru,0.38
27 de out. de 2020,Borba,0.35
27 de out. de 2020,Parintins,0.33
27 de out. de 2020,Manaus,0.37
27 de out. de 2020,Iranduba,0.38
27 de out. de 2020,Careiro da Várzea,0.44
28 de out. de 2020,Manicoré,0.46
28 de out. de 2020,Boca do Acre,0.48
28 de out. de 2020,Parintins,0.34
28 de out. de 2020,Careiro da Várzea,0.42
28 de out. de 2020,Humaitá,0.34
28 de out. de 2020,Itacoatiara,0.35
28 de out. de 2020,Tabatinga,0.44
28 de out. de 2020,Manacapuru,0.37
28 de out. de 2020,Iranduba,0.37
28 de out. de 2020,Autazes,0.36
28 de out. de 2020,Presidente Figueiredo,0.36
28 de out. de 2020,Careiro,0.38
28 de out. de 2020,Rio Preto da Eva,0.36
28 de out. de 2020,São Gabriel da Cachoeira,0.35
28 de out. de 2020,Maués,0.27
28 de out. de 2020,Manaus,0.36
28 de out. de 2020,Borba,0.38
28 de out. de 2020,Coari,0.44
28 de out. de 2020,Tefé,0.37
28 de out. de 2020,Lábrea,0.36
29 de out. de 2020,Coari,0.39
29 de out. de 2020,Manacapuru,0.37
29 de out. de 2020,São Gabriel da Cachoeira,0.38
29 de out. de 2020,Humaitá,0.28
29 de out. de 2020,Parintins,0.32
29 de out. de 2020,Boca do Acre,0.43
29 de out. de 2020,Presidente Figueiredo,0.36
29 de out. de 2020,Tabatinga,0.39
29 de out. de 2020,Autazes,0.51
29 de out. de 2020,Rio Preto da Eva,0.36
29 de out. de 2020,Tefé,0.35
29 de out. de 2020,Careiro,0.4
29 de out. de 2020,Borba,0.32
29 de out. de 2020,Maués,0.31
29 de out. de 2020,Manicoré,0.35
29 de out. de 2020,Manaus,0.35
29 de out. de 2020,Careiro da Várzea,0.5
29 de out. de 2020,Lábrea,0.4
29 de out. de 2020,Iranduba,0.37
29 de out. de 2020,Itacoatiara,0.34
30 de out. de 2020,Rio Preto da Eva,0.33
30 de out. de 2020,Tefé,0.38
30 de out. de 2020,Maués,0.35
30 de out. de 2020,São Gabriel da Cachoeira,0.33
30 de out. de 2020,Lábrea,0.42
30 de out. de 2020,Tabatinga,0.4
30 de out. de 2020,Manacapuru,0.37
30 de out. de 2020,Autazes,0.37
30 de out. de 2020,Presidente Figueiredo,0.35
30 de out. de 2020,Careiro da Várzea,0.41
30 de out. de 2020,Coari,0.43
30 de out. de 2020,Manicoré,0.31
30 de out. de 2020,Manaus,0.36
30 de out. de 2020,Itacoatiara,0.36
30 de out. de 2020,Careiro,0.46
30 de out. de 2020,Humaitá,0.32
30 de out. de 2020,Borba,0.42
30 de out. de 2020,Iranduba,0.37
30 de out. de 2020,Parintins,0.36
30 de out. de 2020,Boca do Acre,0.46
31 de out. de 2020,Humaitá,0.36
31 de out. de 2020,Coari,0.49
31 de out. de 2020,Maués,0.33
31 de out. de 2020,Manaus,0.38
31 de out. de 2020,Careiro,0.52
31 de out. de 2020,Borba,0.38
31 de out. de 2020,Autazes,0.46
31 de out. de 2020,Careiro da Várzea,0.51
31 de out. de 2020,Lábrea,0.43
31 de out. de 2020,Rio Preto da Eva,0.37
31 de out. de 2020,Manicoré,0.35
31 de out. de 2020,Manacapuru,0.37
31 de out. de 2020,Tefé,0.42
31 de out. de 2020,Presidente Figueiredo,0.39
31 de out. de 2020,Iranduba,0.38
31 de out. de 2020,São Gabriel da Cachoeira,0.37
31 de out. de 2020,Tabatinga,0.38
31 de out. de 2020,Itacoatiara,0.37
31 de out. de 2020,Boca do Acre,0.55
31 de out. de 2020,Parintins,0.29
1 de nov. de 2020,Autazes,0.5
1 de nov. de 2020,Presidente Figueiredo,0.46
1 de nov. de 2020,Humaitá,0.35
1 de nov. de 2020,Manaus,0.45
1 de nov. de 2020,Tefé,0.46
1 de nov. de 2020,Borba,0.5
1 de nov. de 2020,Manacapuru,0.43
1 de nov. de 2020,Boca do Acre,0.51
1 de nov. de 2020,Maués,0.39
1 de nov. de 2020,Parintins,0.33
1 de nov. de 2020,Manicoré,0.35
1 de nov. de 2020,Iranduba,0.45
1 de nov. de 2020,Careiro,0.52
1 de nov. de 2020,Careiro da Várzea,0.52
1 de nov. de 2020,Lábrea,0.49
1 de nov. de 2020,Rio Preto da Eva,0.46
1 de nov. de 2020,Tabatinga,0.39
1 de nov. de 2020,São Gabriel da Cachoeira,0.43
1 de nov. de 2020,Itacoatiara,0.41
1 de nov. de 2020,Coari,0.48
2 de nov. de 2020,Tabatinga,0.47
2 de nov. de 2020,Manaus,0.48
2 de nov. de 2020,Manicoré,0.39
2 de nov. de 2020,São Gabriel da Cachoeira,0.5
2 de nov. de 2020,Iranduba,0.47
2 de nov. de 2020,Manacapuru,0.45
2 de nov. de 2020,Coari,0.49
2 de nov. de 2020,Lábrea,0.48
2 de nov. de 2020,Rio Preto da Eva,0.48
2 de nov. de 2020,Autazes,0.51
2 de nov. de 2020,Careiro da Várzea,0.57
2 de nov. de 2020,Itacoatiara,0.43
2 de nov. de 2020,Parintins,0.38
2 de nov. de 2020,Careiro,0.46
2 de nov. de 2020,Tefé,0.5
2 de nov. de 2020,Humaitá,0.36
2 de nov. de 2020,Borba,0.51
2 de nov. de 2020,Boca do Acre,0.44
2 de nov. de 2020,Maués,0.37
2 de nov. de 2020,Presidente Figueiredo,0.47
3 de nov. de 2020,Iranduba,0.34
3 de nov. de 2020,Manicoré,0.35
3 de nov. de 2020,Coari,0.4
3 de nov. de 2020,Presidente Figueiredo,0.32
3 de nov. de 2020,Tabatinga,0.33
3 de nov. de 2020,Rio Preto da Eva,0.39
3 de nov. de 2020,Autazes,0.35
3 de nov. de 2020,Itacoatiara,0.34
3 de nov. de 2020,Manacapuru,0.34
3 de nov. de 2020,Careiro da Várzea,0.51
3 de nov. de 2020,Boca do Acre,0.34
3 de nov. de 2020,São Gabriel da Cachoeira,0.31
3 de nov. de 2020,Parintins,0.31
3 de nov. de 2020,Manaus,0.36
3 de nov. de 2020,Maués,0.34
3 de nov. de 2020,Lábrea,0.36
3 de nov. de 2020,Tefé,0.36
3 de nov. de 2020,Careiro,0.39
3 de nov. de 2020,Borba,0.43
3 de nov. de 2020,Humaitá,0.32
4 de nov. de 2020,São Gabriel da Cachoeira,0.3
4 de nov. de 2020,Parintins,0.34
4 de nov. de 2020,Itacoatiara,0.35
4 de nov. de 2020,Manacapuru,0.35
4 de nov. de 2020,Presidente Figueiredo,0.33
4 de nov. de 2020,Humaitá,0.34
4 de nov. de 2020,Maués,0.33
4 de nov. de 2020,Rio Preto da Eva,0.35
4 de nov. de 2020,Autazes,0.34
4 de nov. de 2020,Manaus,0.37
4 de nov. de 2020,Lábrea,0.34
4 de nov. de 2020,Careiro,0.46
4 de nov. de 2020,Tabatinga,0.36
4 de nov. de 2020,Boca do Acre,0.41
4 de nov. de 2020,Tefé,0.36
4 de nov. de 2020,Coari,0.42
4 de nov. de 2020,Borba,0.43
4 de nov. de 2020,Iranduba,0.41
4 de nov. de 2020,Careiro da Várzea,0.53
4 de nov. de 2020,Manicoré,0.31
5 de nov. de 2020,São Gabriel da Cachoeira,0.38
5 de nov. de 2020,Manacapuru,0.4
5 de nov. de 2020,Iranduba,0.39
5 de nov. de 2020,Maués,0.3
5 de nov. de 2020,Autazes,0.35
5 de nov. de 2020,Coari,0.41
5 de nov. de 2020,Careiro da Várzea,0.49
5 de nov. de 2020,Parintins,0.36
5 de nov. de 2020,Tabatinga,0.31
5 de nov. de 2020,Manaus,0.36
5 de nov. de 2020,Careiro,0.49
5 de nov. de 2020,Manicoré,0.34
5 de nov. de 2020,Boca do Acre,0.33
5 de nov. de 2020,Presidente Figueiredo,0.32
5 de nov. de 2020,Rio Preto da Eva,0.39
5 de nov. de 2020,Tefé,0.38
5 de nov. de 2020,Borba,0.46
5 de nov. de 2020,Itacoatiara,0.35
5 de nov. de 2020,Lábrea,0.37
5 de nov. de 2020,Humaitá,0.42
6 de nov. de 2020,Maués,0.34
6 de nov. de 2020,Careiro da Várzea,0.47
6 de nov. de 2020,Tefé,0.37
6 de nov. de 2020,Careiro,0.43
6 de nov. de 2020,Iranduba,0.36
6 de nov. de 2020,São Gabriel da Cachoeira,0.28
6 de nov. de 2020,Coari,0.4
6 de nov. de 2020,Tabatinga,0.38
6 de nov. de 2020,Manacapuru,0.4
6 de nov. de 2020,Presidente Figueiredo,0.4
6 de nov. de 2020,Parintins,0.33
6 de nov. de 2020,Manaus,0.36
6 de nov. de 2020,Rio Preto da Eva,0.32
6 de nov. de 2020,Manicoré,0.45
6 de nov. de 2020,Boca do Acre,0.41
6 de nov. de 2020,Borba,0.39
6 de nov. de 2020,Lábrea,0.41
6 de nov. de 2020,Autazes,0.43
6 de nov. de 2020,Humaitá,0.33
6 de nov. de 2020,Itacoatiara,0.35
7 de nov. de 2020,Lábrea,0.43
7 de nov. de 2020,Manacapuru,0.44
7 de nov. de 2020,Manaus,0.41
7 de nov. de 2020,Boca do Acre,0.54
7 de nov. de 2020,São Gabriel da Cachoeira,0.34
7 de nov. de 2020,Borba,0.43
7 de nov. de 2020,Tabatinga,0.4
7 de nov. de 2020,Maués,0.36
7 de nov. de 2020,Autazes,0.4
7 de nov. de 2020,Humaitá,0.33
7 de nov. de 2020,Presidente Figueiredo,0.42
7 de nov. de 2020,Coari,0.48
7 de nov. de 2020,Rio Preto da Eva,0.44
7 de nov. de 2020,Iranduba,0.44
7 de nov. de 2020,Itacoatiara,0.42
7 de nov. de 2020,Careiro da Várzea,0.56
7 de nov. de 2020,Manicoré,0.43
7 de nov. de 2020,Tefé,0.42
7 de nov. de 2020,Careiro,0.46
7 de nov. de 2020,Parintins,0.38
8 de nov. de 2020,Tefé,0.45
8 de nov. de 2020,Tabatinga,0.44
8 de nov. de 2020,Parintins,0.35
8 de nov. de 2020,Humaitá,0.47
8 de nov. de 2020,Boca do Acre,0.56
8 de nov. de 2020,Careiro,0.49
8 de nov. de 2020,Manicoré,0.37
8 de nov. de 2020,Manacapuru,0.51
8 de nov. de 2020,Careiro da Várzea,0.61
8 de nov. de 2020,Presidente Figueiredo,0.39
8 de nov. de 2020,Borba,0.43
8 de nov. de 2020,São Gabriel da Cachoeira,0.46
8 de nov. de 2020,Manaus,0.49
8 de nov. de 2020,Iranduba,0.49
8 de nov. de 2020,Lábrea,0.49
8 de nov. de 2020,Maués,0.48
8 de nov. de 2020,Autazes,0.43
8 de nov. de 2020,Coari,0.53
8 de nov. de 2020,Itacoatiara,0.49
8 de nov. de 2020,Rio Preto da Eva,0.52
9 de nov. de 2020,Tabatinga,0.46
9 de nov. de 2020,Presidente Figueiredo,0.36
9 de nov. de 2020,Humaitá,0.36
9 de nov. de 2020,Lábrea,0.41
9 de nov. de 2020,Maués,0.31
9 de nov. de 2020,Coari,0.45
9 de nov. de 2020,São Gabriel da Cachoeira,0.33
9 de nov. de 2020,Autazes,0.31
9 de nov. de 2020,Boca do Acre,0.49
9 de nov. de 2020,Manicoré,0.44
9 de nov. de 2020,Parintins,0.34
9 de nov. de 2020,Manaus,0.41
9 de nov. de 2020,Borba,0.42
9 de nov. de 2020,Iranduba,0.41
9 de nov. de 2020,Careiro,0.33
9 de nov. de 2020,Itacoatiara,0.35
9 de nov. de 2020,Rio Preto da Eva,0.48
9 de nov. de 2020,Manacapuru,0.46
9 de nov. de 2020,Tefé,0.44
10 de nov. de 2020,Boca do Acre,0.43
10 de nov. de 2020,Lábrea,0.35
10 de nov. de 2020,Autazes,0.39
10 de nov. de 2020,Manicoré,0.42
10 de nov. de 2020,Presidente Figueiredo,0.35
10 de nov. de 2020,Tefé,0.4
10 de nov. de 2020,Humaitá,0.42
10 de nov. de 2020,Tabatinga,0.42
10 de nov. de 2020,Iranduba,0.42
10 de nov. de 2020,São Gabriel da Cachoeira,0.32
10 de nov. de 2020,Maués,0.4
10 de nov. de 2020,Careiro da Várzea,0.53
10 de nov. de 2020,Manaus,0.41
10 de nov. de 2020,Parintins,0.34
10 de nov. de 2020,Coari,0.36
10 de nov. de 2020,Rio Preto da Eva,0.47
10 de nov. de 2020,Careiro,0.39
10 de nov. de 2020,Itacoatiara,0.42
10 de nov. de 2020,Manacapuru,0.45
11 de nov. de 2020,Iranduba,0.39
11 de nov. de 2020,Lábrea,0.34
11 de nov. de 2020,Maués,0.34
11 de nov. de 2020,Presidente Figueiredo,0.37
11 de nov. de 2020,Tefé,0.4
11 de nov. de 2020,Parintins,0.33
11 de nov. de 2020,Manaus,0.41
11 de nov. de 2020,Humaitá,0.35
11 de nov. de 2020,Rio Preto da Eva,0.44
11 de nov. de 2020,Boca do Acre,0.41
11 de nov. de 2020,Autazes,0.48
11 de nov. de 2020,Manicoré,0.35
11 de nov. de 2020,Careiro,0.42
11 de nov. de 2020,Borba,0.42
11 de nov. de 2020,Itacoatiara,0.36
11 de nov. de 2020,Tabatinga,0.38
11 de nov. de 2020,Manacapuru,0.41
11 de nov. de 2020,Coari,0.39
11 de nov. de 2020,São Gabriel da Cachoeira,0.4
12 de nov. de 2020,Tefé,0.42
12 de nov. de 2020,Maués,0.31
12 de nov. de 2020,Rio Preto da Eva,0.42
12 de nov. de 2020,Boca do Acre,0.39
12 de nov. de 2020,Manacapuru,0.44
12 de nov. de 2020,São Gabriel da Cachoeira,0.31
12 de nov. de 2020,Manicoré,0.29
12 de nov. de 2020,Humaitá,0.41
12 de nov. de 2020,Itacoatiara,0.4
12 de nov. de 2020,Coari,0.41
12 de nov. de 2020,Parintins,0.32
12 de nov. de 2020,Manaus,0.41
12 de nov. de 2020,Lábrea,0.33
12 de nov. de 2020,Careiro,0.44
12 de nov. de 2020,Iranduba,0.41
12 de nov. de 2020,Autazes,0.48
12 de nov. de 2020,Presidente Figueiredo,0.36
12 de nov. de 2020,Tabatinga,0.38
13 de nov. de 2020,Tefé,0.4
13 de nov. de 2020,Careiro,0.47
13 de nov. de 2020,Coari,0.35
13 de nov. de 2020,Iranduba,0.39
13 de nov. de 2020,Rio Preto da Eva,0.45
13 de nov. de 2020,Itacoatiara,0.35
13 de nov. de 2020,Manacapuru,0.42
13 de nov. de 2020,Manaus,0.41
13 de nov. de 2020,Autazes,0.45
13 de nov. de 2020,Parintins,0.32
13 de nov. de 2020,Manicoré,0.37
13 de nov. de 2020,São Gabriel da Cachoeira,0.38
13 de nov. de 2020,Humaitá,0.32
13 de nov. de 2020,Borba,0.48
13 de nov. de 2020,Presidente Figueiredo,0.36
13 de nov. de 2020,Maués,0.36
13 de nov. de 2020,Lábrea,0.33
13 de nov. de 2020,Boca do Acre,0.54
13 de nov. de 2020,Tabatinga,0.44
14 de nov. de 2020,Tefé,0.41
14 de nov. de 2020,Tabatinga,0.39
14 de nov. de 2020,Lábrea,0.4
14 de nov. de 2020,Borba,0.32
14 de nov. de 2020,Manaus,0.43
14 de nov. de 2020,Manicoré,0.29
14 de nov. de 2020,Iranduba,0.4
14 de nov. de 2020,Maués,0.3
14 de nov. de 2020,Rio Preto da Eva,0.41
14 de nov. de 2020,Manacapuru,0.45
14 de nov. de 2020,Careiro,0.43
14 de nov. de 2020,Boca do Acre,0.44
14 de nov. de 2020,Autazes,0.47
14 de nov. de 2020,São Gabriel da Cachoeira,0.3
14 de nov. de 2020,Presidente Figueiredo,0.36
14 de nov. de 2020,Coari,0.34
14 de nov. de 2020,Itacoatiara,0.38
14 de nov. de 2020,Humaitá,0.34
14 de nov. de 2020,Parintins,0.35
15 de nov. de 2020,Coari,0.44
15 de nov. de 2020,Humaitá,0.27
15 de nov. de 2020,São Gabriel da Cachoeira,0.38
15 de nov. de 2020,Maués,0.37
15 de nov. de 2020,Boca do Acre,0.54
15 de nov. de 2020,Lábrea,0.38
15 de nov. de 2020,Careiro,0.47
15 de nov. de 2020,Presidente Figueiredo,0.33
15 de nov. de 2020,Manicoré,0.38
15 de nov. de 2020,Itacoatiara,0.33
15 de nov. de 2020,Manacapuru,0.39
15 de nov. de 2020,Iranduba,0.39
15 de nov. de 2020,Autazes,0.51
15 de nov. de 2020,Rio Preto da Eva,0.37
15 de nov. de 2020,Parintins,0.29
15 de nov. de 2020,Borba,0.4
15 de nov. de 2020,Manaus,0.43
15 de nov. de 2020,Tabatinga,0.46
15 de nov. de 2020,Tefé,0.39
16 de nov. de 2020,Tabatinga,0.35
16 de nov. de 2020,Coari,0.41
16 de nov. de 2020,Manacapuru,0.45
16 de nov. de 2020,Manicoré,0.39
16 de nov. de 2020,Presidente Figueiredo,0.4
16 de nov. de 2020,Rio Preto da Eva,0.47
16 de nov. de 2020,Careiro,0.49
16 de nov. de 2020,Tefé,0.34
16 de nov. de 2020,Boca do Acre,0.63
16 de nov. de 2020,Parintins,0.36
16 de nov. de 2020,Manaus,0.43
16 de nov. de 2020,Itacoatiara,0.4
16 de nov. de 2020,Lábrea,0.3
16 de nov. de 2020,Humaitá,0.35
16 de nov. de 2020,Maués,0.42
16 de nov. de 2020,São Gabriel da Cachoeira,0.38
16 de nov. de 2020,Iranduba,0.4
16 de nov. de 2020,Autazes,0.53
17 de nov. de 2020,Parintins,0.31
17 de nov. de 2020,Itacoatiara,0.42
17 de nov. de 2020,Rio Preto da Eva,0.44
17 de nov. de 2020,Humaitá,0.36
17 de nov. de 2020,Lábrea,0.38
17 de nov. de 2020,Maués,0.32
17 de nov. de 2020,São Gabriel da Cachoeira,0.28
17 de nov. de 2020,Careiro,0.46
17 de nov. de 2020,Tefé,0.5
17 de nov. de 2020,Boca do Acre,0.4
17 de nov. de 2020,Manacapuru,0.45
17 de nov. de 2020,Manaus,0.42
17 de nov. de 2020,Tabatinga,0.36
17 de nov. de 2020,Autazes,0.4
17 de nov. de 2020,Manicoré,0.34
17 de nov. de 2020,Iranduba,0.38
17 de nov. de 2020,Coari,0.45
17 de nov. de 2020,Presidente Figueiredo,0.39
18 de nov. de 2020,Maués,0.31
18 de nov. de 2020,Itacoatiara,0.39
18 de nov. de 2020,Tefé,0.42
18 de nov. de 2020,Autazes,0.49
18 de nov. de 2020,Manicoré,0.33
18 de nov. de 2020,Boca do Acre,0.47
18 de nov. de 2020,Presidente Figueiredo,0.42
18 de nov. de 2020,Humaitá,0.36
18 de nov. de 2020,Coari,0.44
18 de nov. de 2020,Iranduba,0.38
18 de nov. de 2020,Careiro da Várzea,0.47
18 de nov. de 2020,Rio Preto da Eva,0.41
18 de nov. de 2020,Parintins,0.39
18 de nov. de 2020,Careiro,0.49
18 de nov. de 2020,Manacapuru,0.45
18 de nov. de 2020,Tabatinga,0.42
18 de nov. de 2020,São Gabriel da Cachoeira,0.35
18 de nov. de 2020,Manaus,0.41
18 de nov. de 2020,Lábrea,0.31
19 de nov. de 2020,Rio Preto da Eva,0.41
19 de nov. de 2020,Coari,0.39
19 de nov. de 2020,Parintins,0.36
19 de nov. de 2020,Boca do Acre,0.48
19 de nov. de 2020,Careiro,0.48
19 de nov. de 2020,Presidente Figueiredo,0.4
19 de nov. de 2020,São Gabriel da Cachoeira,0.35
19 de nov. de 2020,Manaus,0.41
19 de nov. de 2020,Tabatinga,0.44
19 de nov. de 2020,Iranduba,0.45
19 de nov. de 2020,Manacapuru,0.44
19 de nov. de 2020,Lábrea,0.43
19 de nov. de 2020,Humaitá,0.37
19 de nov. de 2020,Itacoatiara,0.38
19 de nov. de 2020,Autazes,0.5
19 de nov. de 2020,Tefé,0.43
19 de nov. de 2020,Maués,0.28
19 de nov. de 2020,Manicoré,0.38
19 de nov. de 2020,Careiro da Várzea,0.57
20 de nov. de 2020,Boca do Acre,0.52
20 de nov. de 2020,Presidente Figueiredo,0.44
20 de nov. de 2020,São Gabriel da Cachoeira,0.48
20 de nov. de 2020,Careiro da Várzea,0.64
20 de nov. de 2020,Maués,0.39
20 de nov. de 2020,Parintins,0.36
20 de nov. de 2020,Manacapuru,0.44
20 de nov. de 2020,Autazes,0.54
20 de nov. de 2020,Iranduba,0.44
20 de nov. de 2020,Tabatinga,0.5
20 de nov. de 2020,Rio Preto da Eva,0.36
20 de nov. de 2020,Manaus,0.46
20 de nov. de 2020,Manicoré,0.34
20 de nov. de 2020,Coari,0.44
20 de nov. de 2020,Lábrea,0.43
20 de nov. de 2020,Humaitá,0.41
20 de nov. de 2020,Itacoatiara,0.36
20 de nov. de 2020,Careiro,0.53
20 de nov. de 2020,Tefé,0.47
21 de nov. de 2020,Rio Preto da Eva,0.46
21 de nov. de 2020,Boca do Acre,0.54
21 de nov. de 2020,Careiro,0.53
21 de nov. de 2020,Lábrea,0.53
21 de nov. de 2020,Manicoré,0.39
21 de nov. de 2020,Maués,0.38
21 de nov. de 2020,Manaus,0.46
21 de nov. de 2020,Autazes,0.55
21 de nov. de 2020,Careiro da Várzea,0.45
21 de nov. de 2020,Manacapuru,0.48
21 de nov. de 2020,Tefé,0.41
21 de nov. de 2020,Itacoatiara,0.45
21 de nov. de 2020,Parintins,0.39
21 de nov. de 2020,Tabatinga,0.52
21 de nov. de 2020,Iranduba,0.48
21 de nov. de 2020,Coari,0.47
21 de nov. de 2020,Presidente Figueiredo,0.5
21 de nov. de 2020,São Gabriel da Cachoeira,0.46
21 de nov. de 2020,Humaitá,0.41
22 de nov. de 2020,Tefé,0.54
22 de nov. de 2020,Careiro,0.54
22 de nov. de 2020,Humaitá,0.49
22 de nov. de 2020,Itacoatiara,0.45
22 de nov. de 2020,Parintins,0.41
22 de nov. de 2020,São Gabriel da Cachoeira,0.56
22 de nov. de 2020,Iranduba,0.49
22 de nov. de 2020,Tabatinga,0.53
22 de nov. de 2020,Autazes,0.55
22 de nov. de 2020,Rio Preto da Eva,0.48
22 de nov. de 2020,Manacapuru,0.52
22 de nov. de 2020,Boca do Acre,0.53
22 de nov. de 2020,Maués,0.43
22 de nov. de 2020,Coari,0.51
22 de nov. de 2020,Presidente Figueiredo,0.48
22 de nov. de 2020,Manaus,0.51
22 de nov. de 2020,Lábrea,0.57
22 de nov. de 2020,Manicoré,0.48
23 de nov. de 2020,Careiro,0.49
23 de nov. de 2020,Coari,0.43
23 de nov. de 2020,Boca do Acre,0.45
23 de nov. de 2020,Manicoré,0.35
23 de nov. de 2020,Lábrea,0.41
23 de nov. de 2020,Parintins,0.32
23 de nov. de 2020,São Gabriel da Cachoeira,0.37
23 de nov. de 2020,Tabatinga,0.42
23 de nov. de 2020,Rio Preto da Eva,0.38
23 de nov. de 2020,Maués,0.34
23 de nov. de 2020,Iranduba,0.39
23 de nov. de 2020,Manacapuru,0.43
23 de nov. de 2020,Tefé,0.48
23 de nov. de 2020,Itacoatiara,0.33
23 de nov. de 2020,Autazes,0.58
23 de nov. de 2020,Presidente Figueiredo,0.39
23 de nov. de 2020,Humaitá,0.41
23 de nov. de 2020,Manaus,0.43
24 de nov. de 2020,Iranduba,0.38
24 de nov. de 2020,Lábrea,0.42
24 de nov. de 2020,Careiro,0.44
24 de nov. de 2020,Humaitá,0.29
24 de nov. de 2020,Itacoatiara,0.34
24 de nov. de 2020,São Gabriel da Cachoeira,0.36
24 de nov. de 2020,Tabatinga,0.39
