Data,Município,Índice
4 de mai. de 2020,São Gabriel da Cachoeira,0.41
4 de mai. de 2020,Tabatinga,0.51
4 de mai. de 2020,Tefé,0.48
5 de mai. de 2020,Autazes,0.5
5 de mai. de 2020,Boca do Acre,0.47
5 de mai. de 2020,Borba,0.45
5 de mai. de 2020,Careiro,0.48
5 de mai. de 2020,Careiro da Várzea,0.53
5 de mai. de 2020,Coari,0.52
5 de mai. de 2020,Humaitá,0.42
5 de mai. de 2020,Iranduba,0.45
5 de mai. de 2020,Itacoatiara,0.44
5 de mai. de 2020,Lábrea,0.46
5 de mai. de 2020,Manacapuru,0.44
5 de mai. de 2020,Manaus,0.47
5 de mai. de 2020,Manicoré,0.4
5 de mai. de 2020,Maués,0.42
5 de mai. de 2020,Parintins,0.46
5 de mai. de 2020,Presidente Figueiredo,0.41
5 de mai. de 2020,Rio Preto da Eva,0.49
5 de mai. de 2020,São Gabriel da Cachoeira,0.37
5 de mai. de 2020,Tabatinga,0.5
5 de mai. de 2020,Tefé,0.47
6 de mai. de 2020,Autazes,0.58
6 de mai. de 2020,Boca do Acre,0.52
6 de mai. de 2020,Borba,0.53
6 de mai. de 2020,Careiro,0.5
6 de mai. de 2020,Careiro da Várzea,0.62
6 de mai. de 2020,Coari,0.5
6 de mai. de 2020,Humaitá,0.42
6 de mai. de 2020,Iranduba,0.48
6 de mai. de 2020,Itacoatiara,0.5
6 de mai. de 2020,Lábrea,0.42
6 de mai. de 2020,Manacapuru,0.46
6 de mai. de 2020,Manaus,0.49
6 de mai. de 2020,Manicoré,0.47
6 de mai. de 2020,Maués,0.45
6 de mai. de 2020,Parintins,0.44
6 de mai. de 2020,Presidente Figueiredo,0.44
6 de mai. de 2020,Rio Preto da Eva,0.55
6 de mai. de 2020,São Gabriel da Cachoeira,0.4
6 de mai. de 2020,Tabatinga,0.54
6 de mai. de 2020,Tefé,0.48
7 de mai. de 2020,Autazes,0.49
7 de mai. de 2020,Boca do Acre,0.51
7 de mai. de 2020,Borba,0.52
7 de mai. de 2020,Careiro,0.49
7 de mai. de 2020,Careiro da Várzea,0.56
7 de mai. de 2020,Coari,0.47
7 de mai. de 2020,Humaitá,0.44
7 de mai. de 2020,Iranduba,0.48
7 de mai. de 2020,Itacoatiara,0.48
7 de mai. de 2020,Lábrea,0.42
7 de mai. de 2020,Manacapuru,0.45
7 de mai. de 2020,Manaus,0.47
7 de mai. de 2020,Manicoré,0.46
7 de mai. de 2020,Maués,0.4
7 de mai. de 2020,Parintins,0.44
7 de mai. de 2020,Presidente Figueiredo,0.46
7 de mai. de 2020,Rio Preto da Eva,0.49
7 de mai. de 2020,São Gabriel da Cachoeira,0.41
7 de mai. de 2020,Tabatinga,0.51
7 de mai. de 2020,Tefé,0.52
8 de mai. de 2020,Autazes,0.48
8 de mai. de 2020,Boca do Acre,0.48
8 de mai. de 2020,Borba,0.47
8 de mai. de 2020,Careiro,0.48
8 de mai. de 2020,Careiro da Várzea,0.51
8 de mai. de 2020,Coari,0.54
8 de mai. de 2020,Humaitá,0.35
8 de mai. de 2020,Iranduba,0.46
8 de mai. de 2020,Itacoatiara,0.45
8 de mai. de 2020,Lábrea,0.45
8 de mai. de 2020,Manacapuru,0.45
8 de mai. de 2020,Manaus,0.46
8 de mai. de 2020,Manicoré,0.42
8 de mai. de 2020,Maués,0.38
8 de mai. de 2020,Parintins,0.41
8 de mai. de 2020,Presidente Figueiredo,0.46
8 de mai. de 2020,Rio Preto da Eva,0.44
8 de mai. de 2020,São Gabriel da Cachoeira,0.45
8 de mai. de 2020,Tabatinga,0.51
8 de mai. de 2020,Tefé,0.49
9 de mai. de 2020,Autazes,0.49
9 de mai. de 2020,Boca do Acre,0.52
9 de mai. de 2020,Borba,0.52
9 de mai. de 2020,Careiro,0.5
9 de mai. de 2020,Careiro da Várzea,0.58
9 de mai. de 2020,Coari,0.54
9 de mai. de 2020,Humaitá,0.4
9 de mai. de 2020,Iranduba,0.48
9 de mai. de 2020,Itacoatiara,0.49
9 de mai. de 2020,Lábrea,0.49
9 de mai. de 2020,Manacapuru,0.46
9 de mai. de 2020,Manaus,0.48
9 de mai. de 2020,Manicoré,0.42
9 de mai. de 2020,Maués,0.42
9 de mai. de 2020,Parintins,0.45
9 de mai. de 2020,Presidente Figueiredo,0.49
9 de mai. de 2020,Rio Preto da Eva,0.49
9 de mai. de 2020,São Gabriel da Cachoeira,0.49
9 de mai. de 2020,Tabatinga,0.5
9 de mai. de 2020,Tefé,0.46
10 de mai. de 2020,Autazes,0.5
10 de mai. de 2020,Boca do Acre,0.55
10 de mai. de 2020,Borba,0.53
10 de mai. de 2020,Careiro,0.53
10 de mai. de 2020,Careiro da Várzea,0.58
10 de mai. de 2020,Coari,0.5
10 de mai. de 2020,Humaitá,0.43
10 de mai. de 2020,Iranduba,0.48
10 de mai. de 2020,Itacoatiara,0.49
10 de mai. de 2020,Lábrea,0.54
10 de mai. de 2020,Manacapuru,0.43
10 de mai. de 2020,Manaus,0.5
10 de mai. de 2020,Manicoré,0.46
10 de mai. de 2020,Maués,0.46
10 de mai. de 2020,Parintins,0.44
10 de mai. de 2020,Presidente Figueiredo,0.49
10 de mai. de 2020,Rio Preto da Eva,0.53
10 de mai. de 2020,São Gabriel da Cachoeira,0.5
10 de mai. de 2020,Tabatinga,0.53
10 de mai. de 2020,Tefé,0.53
11 de mai. de 2020,Autazes,0.5
11 de mai. de 2020,Boca do Acre,0.48
11 de mai. de 2020,Borba,0.52
11 de mai. de 2020,Careiro,0.5
11 de mai. de 2020,Careiro da Várzea,0.53
11 de mai. de 2020,Coari,0.49
11 de mai. de 2020,Humaitá,0.39
11 de mai. de 2020,Iranduba,0.45
11 de mai. de 2020,Itacoatiara,0.47
11 de mai. de 2020,Lábrea,0.46
11 de mai. de 2020,Manacapuru,0.46
11 de mai. de 2020,Manaus,0.49
11 de mai. de 2020,Manicoré,0.46
11 de mai. de 2020,Maués,0.37
11 de mai. de 2020,Parintins,0.44
11 de mai. de 2020,Presidente Figueiredo,0.46
11 de mai. de 2020,Rio Preto da Eva,0.46
11 de mai. de 2020,São Gabriel da Cachoeira,0.45
11 de mai. de 2020,Tabatinga,0.47
11 de mai. de 2020,Tefé,0.51
12 de mai. de 2020,Autazes,0.48
12 de mai. de 2020,Boca do Acre,0.52
12 de mai. de 2020,Borba,0.54
12 de mai. de 2020,Careiro,0.49
12 de mai. de 2020,Careiro da Várzea,0.56
12 de mai. de 2020,Coari,0.52
12 de mai. de 2020,Humaitá,0.4
12 de mai. de 2020,Iranduba,0.46
12 de mai. de 2020,Itacoatiara,0.46
12 de mai. de 2020,Lábrea,0.41
12 de mai. de 2020,Manacapuru,0.49
12 de mai. de 2020,Manaus,0.48
12 de mai. de 2020,Manicoré,0.49
12 de mai. de 2020,Maués,0.42
12 de mai. de 2020,Parintins,0.45
12 de mai. de 2020,Presidente Figueiredo,0.48
12 de mai. de 2020,Rio Preto da Eva,0.45
12 de mai. de 2020,São Gabriel da Cachoeira,0.42
12 de mai. de 2020,Tabatinga,0.6
12 de mai. de 2020,Tefé,0.53
13 de mai. de 2020,Autazes,0.48
13 de mai. de 2020,Boca do Acre,0.5
13 de mai. de 2020,Borba,0.58
13 de mai. de 2020,Careiro,0.5
13 de mai. de 2020,Careiro da Várzea,0.63
13 de mai. de 2020,Coari,0.52
13 de mai. de 2020,Humaitá,0.39
13 de mai. de 2020,Iranduba,0.49
13 de mai. de 2020,Itacoatiara,0.48
13 de mai. de 2020,Lábrea,0.47
13 de mai. de 2020,Manacapuru,0.46
13 de mai. de 2020,Manaus,0.49
13 de mai. de 2020,Manicoré,0.47
13 de mai. de 2020,Maués,0.46
13 de mai. de 2020,Parintins,0.4
13 de mai. de 2020,Presidente Figueiredo,0.44
13 de mai. de 2020,Rio Preto da Eva,0.48
13 de mai. de 2020,São Gabriel da Cachoeira,0.44
13 de mai. de 2020,Tabatinga,0.47
13 de mai. de 2020,Tefé,0.5
14 de mai. de 2020,Autazes,0.47
14 de mai. de 2020,Boca do Acre,0.51
14 de mai. de 2020,Borba,0.52
14 de mai. de 2020,Careiro,0.53
14 de mai. de 2020,Careiro da Várzea,0.51
14 de mai. de 2020,Coari,0.55
14 de mai. de 2020,Humaitá,0.4
14 de mai. de 2020,Iranduba,0.47
14 de mai. de 2020,Itacoatiara,0.46
14 de mai. de 2020,Lábrea,0.46
14 de mai. de 2020,Manacapuru,0.46
14 de mai. de 2020,Manaus,0.47
14 de mai. de 2020,Manicoré,0.45
14 de mai. de 2020,Maués,0.44
14 de mai. de 2020,Parintins,0.48
14 de mai. de 2020,Presidente Figueiredo,0.47
14 de mai. de 2020,Rio Preto da Eva,0.45
14 de mai. de 2020,São Gabriel da Cachoeira,0.42
14 de mai. de 2020,Tabatinga,0.5
14 de mai. de 2020,Tefé,0.51
15 de mai. de 2020,Autazes,0.49
15 de mai. de 2020,Boca do Acre,0.51
15 de mai. de 2020,Borba,0.55
15 de mai. de 2020,Careiro,0.49
15 de mai. de 2020,Careiro da Várzea,0.56
15 de mai. de 2020,Coari,0.48
15 de mai. de 2020,Humaitá,0.38
15 de mai. de 2020,Iranduba,0.44
15 de mai. de 2020,Itacoatiara,0.47
15 de mai. de 2020,Lábrea,0.49
15 de mai. de 2020,Manacapuru,0.44
15 de mai. de 2020,Manaus,0.46
15 de mai. de 2020,Manicoré,0.43
15 de mai. de 2020,Maués,0.45
15 de mai. de 2020,Parintins,0.4
15 de mai. de 2020,Presidente Figueiredo,0.45
15 de mai. de 2020,Rio Preto da Eva,0.47
15 de mai. de 2020,São Gabriel da Cachoeira,0.38
15 de mai. de 2020,Tabatinga,0.5
15 de mai. de 2020,Tefé,0.52
16 de mai. de 2020,Autazes,0.5
16 de mai. de 2020,Boca do Acre,0.51
16 de mai. de 2020,Borba,0.51
16 de mai. de 2020,Careiro,0.45
16 de mai. de 2020,Careiro da Várzea,0.6
16 de mai. de 2020,Coari,0.51
16 de mai. de 2020,Humaitá,0.38
16 de mai. de 2020,Iranduba,0.49
16 de mai. de 2020,Itacoatiara,0.49
16 de mai. de 2020,Lábrea,0.46
16 de mai. de 2020,Manacapuru,0.47
16 de mai. de 2020,Manaus,0.49
16 de mai. de 2020,Manicoré,0.49
16 de mai. de 2020,Maués,0.48
16 de mai. de 2020,Parintins,0.43
16 de mai. de 2020,Presidente Figueiredo,0.46
16 de mai. de 2020,Rio Preto da Eva,0.53
16 de mai. de 2020,São Gabriel da Cachoeira,0.43
16 de mai. de 2020,Tabatinga,0.52
16 de mai. de 2020,Tefé,0.53
17 de mai. de 2020,Autazes,0.49
17 de mai. de 2020,Boca do Acre,0.53
17 de mai. de 2020,Borba,0.54
17 de mai. de 2020,Careiro,0.5
17 de mai. de 2020,Careiro da Várzea,0.62
17 de mai. de 2020,Coari,0.58
17 de mai. de 2020,Humaitá,0.45
17 de mai. de 2020,Iranduba,0.49
17 de mai. de 2020,Itacoatiara,0.49
17 de mai. de 2020,Lábrea,0.51
17 de mai. de 2020,Manacapuru,0.49
17 de mai. de 2020,Manaus,0.55
17 de mai. de 2020,Manicoré,0.53
17 de mai. de 2020,Maués,0.49
17 de mai. de 2020,Parintins,0.45
17 de mai. de 2020,Presidente Figueiredo,0.5
17 de mai. de 2020,Rio Preto da Eva,0.56
17 de mai. de 2020,São Gabriel da Cachoeira,0.51
17 de mai. de 2020,Tabatinga,0.56
17 de mai. de 2020,Tefé,0.52
18 de mai. de 2020,Autazes,0.52
18 de mai. de 2020,Boca do Acre,0.49
18 de mai. de 2020,Borba,0.47
18 de mai. de 2020,Careiro,0.48
18 de mai. de 2020,Careiro da Várzea,0.5
18 de mai. de 2020,Coari,0.54
18 de mai. de 2020,Humaitá,0.42
18 de mai. de 2020,Iranduba,0.46
18 de mai. de 2020,Itacoatiara,0.46
18 de mai. de 2020,Lábrea,0.43
18 de mai. de 2020,Manacapuru,0.47
18 de mai. de 2020,Manaus,0.48
18 de mai. de 2020,Manicoré,0.41
18 de mai. de 2020,Maués,0.32
18 de mai. de 2020,Parintins,0.42
18 de mai. de 2020,Presidente Figueiredo,0.45
18 de mai. de 2020,Rio Preto da Eva,0.42
18 de mai. de 2020,São Gabriel da Cachoeira,0.38
18 de mai. de 2020,Tabatinga,0.49
18 de mai. de 2020,Tefé,0.5
19 de mai. de 2020,Autazes,0.43
19 de mai. de 2020,Boca do Acre,0.49
19 de mai. de 2020,Borba,0.61
19 de mai. de 2020,Careiro,0.47
19 de mai. de 2020,Careiro da Várzea,0.61
19 de mai. de 2020,Coari,0.47
19 de mai. de 2020,Humaitá,0.38
19 de mai. de 2020,Iranduba,0.45
19 de mai. de 2020,Itacoatiara,0.43
19 de mai. de 2020,Lábrea,0.5
19 de mai. de 2020,Manacapuru,0.43
19 de mai. de 2020,Manaus,0.46
19 de mai. de 2020,Manicoré,0.41
19 de mai. de 2020,Maués,0.39
19 de mai. de 2020,Parintins,0.42
19 de mai. de 2020,Presidente Figueiredo,0.44
19 de mai. de 2020,Rio Preto da Eva,0.5
19 de mai. de 2020,São Gabriel da Cachoeira,0.35
19 de mai. de 2020,Tabatinga,0.48
19 de mai. de 2020,Tefé,0.47
20 de mai. de 2020,Autazes,0.44
20 de mai. de 2020,Boca do Acre,0.48
20 de mai. de 2020,Borba,0.53
20 de mai. de 2020,Careiro,0.46
20 de mai. de 2020,Careiro da Várzea,0.56
20 de mai. de 2020,Coari,0.45
20 de mai. de 2020,Humaitá,0.38
20 de mai. de 2020,Iranduba,0.42
20 de mai. de 2020,Itacoatiara,0.46
20 de mai. de 2020,Lábrea,0.45
20 de mai. de 2020,Manacapuru,0.42
20 de mai. de 2020,Manaus,0.45
20 de mai. de 2020,Manicoré,0.42
20 de mai. de 2020,Maués,0.33
20 de mai. de 2020,Parintins,0.41
20 de mai. de 2020,Presidente Figueiredo,0.45
20 de mai. de 2020,Rio Preto da Eva,0.41
20 de mai. de 2020,São Gabriel da Cachoeira,0.39
20 de mai. de 2020,Tabatinga,0.47
20 de mai. de 2020,Tefé,0.48
21 de mai. de 2020,Autazes,0.48
21 de mai. de 2020,Boca do Acre,0.5
21 de mai. de 2020,Borba,0.61
21 de mai. de 2020,Careiro,0.41
21 de mai. de 2020,Careiro da Várzea,0.5
21 de mai. de 2020,Coari,0.48
21 de mai. de 2020,Humaitá,0.41
21 de mai. de 2020,Iranduba,0.45
21 de mai. de 2020,Itacoatiara,0.43
21 de mai. de 2020,Lábrea,0.44
21 de mai. de 2020,Manacapuru,0.44
21 de mai. de 2020,Manaus,0.45
21 de mai. de 2020,Manicoré,0.42
21 de mai. de 2020,Maués,0.35
21 de mai. de 2020,Parintins,0.42
21 de mai. de 2020,Presidente Figueiredo,0.44
21 de mai. de 2020,Rio Preto da Eva,0.44
21 de mai. de 2020,São Gabriel da Cachoeira,0.41
21 de mai. de 2020,Tabatinga,0.43
21 de mai. de 2020,Tefé,0.45
22 de mai. de 2020,Autazes,0.45
22 de mai. de 2020,Boca do Acre,0.46
22 de mai. de 2020,Borba,0.56
22 de mai. de 2020,Careiro,0.47
22 de mai. de 2020,Careiro da Várzea,0.57
22 de mai. de 2020,Coari,0.52
22 de mai. de 2020,Humaitá,0.38
22 de mai. de 2020,Iranduba,0.42
22 de mai. de 2020,Itacoatiara,0.4
22 de mai. de 2020,Lábrea,0.46
22 de mai. de 2020,Manacapuru,0.44
22 de mai. de 2020,Manaus,0.44
22 de mai. de 2020,Manicoré,0.45
22 de mai. de 2020,Maués,0.35
22 de mai. de 2020,Parintins,0.43
22 de mai. de 2020,Presidente Figueiredo,0.41
22 de mai. de 2020,Rio Preto da Eva,0.4
22 de mai. de 2020,São Gabriel da Cachoeira,0.34
22 de mai. de 2020,Tabatinga,0.46
22 de mai. de 2020,Tefé,0.46
23 de mai. de 2020,Autazes,0.47
23 de mai. de 2020,Boca do Acre,0.52
23 de mai. de 2020,Borba,0.55
23 de mai. de 2020,Careiro,0.52
23 de mai. de 2020,Careiro da Várzea,0.59
23 de mai. de 2020,Coari,0.54
23 de mai. de 2020,Humaitá,0.48
23 de mai. de 2020,Iranduba,0.46
23 de mai. de 2020,Itacoatiara,0.47
23 de mai. de 2020,Lábrea,0.5
23 de mai. de 2020,Manacapuru,0.48
23 de mai. de 2020,Manaus,0.48
23 de mai. de 2020,Manicoré,0.5
23 de mai. de 2020,Maués,0.42
23 de mai. de 2020,Parintins,0.45
23 de mai. de 2020,Presidente Figueiredo,0.47
23 de mai. de 2020,Rio Preto da Eva,0.5
23 de mai. de 2020,São Gabriel da Cachoeira,0.44
23 de mai. de 2020,Tabatinga,0.53
23 de mai. de 2020,Tefé,0.46
24 de mai. de 2020,Autazes,0.49
24 de mai. de 2020,Boca do Acre,0.5
24 de mai. de 2020,Borba,0.56
24 de mai. de 2020,Careiro,0.53
24 de mai. de 2020,Careiro da Várzea,0.55
24 de mai. de 2020,Coari,0.54
24 de mai. de 2020,Humaitá,0.48
24 de mai. de 2020,Iranduba,0.48
24 de mai. de 2020,Itacoatiara,0.52
24 de mai. de 2020,Lábrea,0.52
24 de mai. de 2020,Manacapuru,0.49
24 de mai. de 2020,Manaus,0.52
24 de mai. de 2020,Manicoré,0.55
24 de mai. de 2020,Maués,0.4
24 de mai. de 2020,Parintins,0.45
24 de mai. de 2020,Presidente Figueiredo,0.51
24 de mai. de 2020,Rio Preto da Eva,0.51
24 de mai. de 2020,São Gabriel da Cachoeira,0.47
24 de mai. de 2020,Tabatinga,0.51
24 de mai. de 2020,Tefé,0.5
25 de mai. de 2020,Autazes,0.39
25 de mai. de 2020,Boca do Acre,0.43
25 de mai. de 2020,Borba,0.51
25 de mai. de 2020,Careiro,0.46
25 de mai. de 2020,Careiro da Várzea,0.57
25 de mai. de 2020,Coari,0.51
25 de mai. de 2020,Humaitá,0.4
25 de mai. de 2020,Iranduba,0.42
25 de mai. de 2020,Itacoatiara,0.44
25 de mai. de 2020,Lábrea,0.45
25 de mai. de 2020,Manacapuru,0.42
25 de mai. de 2020,Manaus,0.44
25 de mai. de 2020,Manicoré,0.39
25 de mai. de 2020,Maués,0.37
25 de mai. de 2020,Parintins,0.42
25 de mai. de 2020,Presidente Figueiredo,0.42
25 de mai. de 2020,Rio Preto da Eva,0.44
25 de mai. de 2020,São Gabriel da Cachoeira,0.36
25 de mai. de 2020,Tabatinga,0.44
25 de mai. de 2020,Tefé,0.43
26 de mai. de 2020,Autazes,0.41
26 de mai. de 2020,Boca do Acre,0.46
26 de mai. de 2020,Borba,0.5
26 de mai. de 2020,Careiro,0.47
26 de mai. de 2020,Careiro da Várzea,0.59
26 de mai. de 2020,Coari,0.46
26 de mai. de 2020,Humaitá,0.39
26 de mai. de 2020,Iranduba,0.42
26 de mai. de 2020,Itacoatiara,0.43
26 de mai. de 2020,Lábrea,0.43
26 de mai. de 2020,Manacapuru,0.42
26 de mai. de 2020,Manaus,0.44
26 de mai. de 2020,Manicoré,0.4
26 de mai. de 2020,Maués,0.31
26 de mai. de 2020,Parintins,0.43
26 de mai. de 2020,Presidente Figueiredo,0.43
26 de mai. de 2020,Rio Preto da Eva,0.45
26 de mai. de 2020,São Gabriel da Cachoeira,0.34
26 de mai. de 2020,Tabatinga,0.44
26 de mai. de 2020,Tefé,0.46
27 de mai. de 2020,Parintins,0.39
27 de mai. de 2020,Manicoré,0.44
27 de mai. de 2020,Itacoatiara,0.44
27 de mai. de 2020,Careiro da Várzea,0.52
27 de mai. de 2020,Manaus,0.43
27 de mai. de 2020,Boca do Acre,0.45
27 de mai. de 2020,Presidente Figueiredo,0.39
27 de mai. de 2020,Careiro,0.47
27 de mai. de 2020,Tefé,0.46
27 de mai. de 2020,Iranduba,0.43
27 de mai. de 2020,Borba,0.51
27 de mai. de 2020,Lábrea,0.43
27 de mai. de 2020,Autazes,0.44
27 de mai. de 2020,São Gabriel da Cachoeira,0.39
27 de mai. de 2020,Rio Preto da Eva,0.42
27 de mai. de 2020,Manacapuru,0.41
27 de mai. de 2020,Humaitá,0.43
27 de mai. de 2020,Maués,0.34
27 de mai. de 2020,Coari,0.44
27 de mai. de 2020,Tabatinga,0.5
28 de mai. de 2020,Manaus,0.43
28 de mai. de 2020,Careiro,0.48
28 de mai. de 2020,Autazes,0.39
28 de mai. de 2020,Coari,0.43
28 de mai. de 2020,Borba,0.51
28 de mai. de 2020,Lábrea,0.45
28 de mai. de 2020,Boca do Acre,0.45
28 de mai. de 2020,São Gabriel da Cachoeira,0.38
28 de mai. de 2020,Tabatinga,0.48
28 de mai. de 2020,Parintins,0.4
28 de mai. de 2020,Presidente Figueiredo,0.44
28 de mai. de 2020,Itacoatiara,0.44
28 de mai. de 2020,Rio Preto da Eva,0.44
28 de mai. de 2020,Humaitá,0.42
28 de mai. de 2020,Manacapuru,0.4
28 de mai. de 2020,Iranduba,0.42
28 de mai. de 2020,Careiro da Várzea,0.58
28 de mai. de 2020,Manicoré,0.35
28 de mai. de 2020,Tefé,0.47
28 de mai. de 2020,Maués,0.35
29 de mai. de 2020,Manacapuru,0.43
29 de mai. de 2020,Autazes,0.41
29 de mai. de 2020,Parintins,0.37
29 de mai. de 2020,Borba,0.48
29 de mai. de 2020,Humaitá,0.41
29 de mai. de 2020,Maués,0.36
29 de mai. de 2020,Careiro,0.46
29 de mai. de 2020,Manaus,0.42
29 de mai. de 2020,Tabatinga,0.43
29 de mai. de 2020,Rio Preto da Eva,0.44
29 de mai. de 2020,Presidente Figueiredo,0.39
29 de mai. de 2020,Careiro da Várzea,0.48
29 de mai. de 2020,Iranduba,0.4
29 de mai. de 2020,Itacoatiara,0.4
29 de mai. de 2020,Lábrea,0.47
29 de mai. de 2020,Coari,0.43
29 de mai. de 2020,São Gabriel da Cachoeira,0.36
29 de mai. de 2020,Manicoré,0.38
29 de mai. de 2020,Boca do Acre,0.44
29 de mai. de 2020,Tefé,0.42
30 de mai. de 2020,Boca do Acre,0.46
30 de mai. de 2020,Careiro,0.49
30 de mai. de 2020,Tefé,0.44
30 de mai. de 2020,Humaitá,0.42
30 de mai. de 2020,Manacapuru,0.41
30 de mai. de 2020,Manaus,0.44
30 de mai. de 2020,Maués,0.41
30 de mai. de 2020,Lábrea,0.45
30 de mai. de 2020,Careiro da Várzea,0.57
30 de mai. de 2020,Borba,0.5
30 de mai. de 2020,Iranduba,0.43
30 de mai. de 2020,Presidente Figueiredo,0.42
30 de mai. de 2020,Tabatinga,0.47
30 de mai. de 2020,Manicoré,0.49
30 de mai. de 2020,São Gabriel da Cachoeira,0.42
30 de mai. de 2020,Rio Preto da Eva,0.47
30 de mai. de 2020,Autazes,0.44
30 de mai. de 2020,Itacoatiara,0.41
30 de mai. de 2020,Coari,0.47
30 de mai. de 2020,Parintins,0.42
31 de mai. de 2020,Manacapuru,0.47
31 de mai. de 2020,Maués,0.48
31 de mai. de 2020,Coari,0.49
31 de mai. de 2020,Borba,0.45
31 de mai. de 2020,Manicoré,0.48
31 de mai. de 2020,Iranduba,0.49
31 de mai. de 2020,Tefé,0.52
31 de mai. de 2020,Humaitá,0.5
31 de mai. de 2020,São Gabriel da Cachoeira,0.47
31 de mai. de 2020,Rio Preto da Eva,0.5
31 de mai. de 2020,Autazes,0.46
31 de mai. de 2020,Manaus,0.5
31 de mai. de 2020,Lábrea,0.51
31 de mai. de 2020,Parintins,0.48
31 de mai. de 2020,Careiro,0.5
31 de mai. de 2020,Careiro da Várzea,0.51
31 de mai. de 2020,Tabatinga,0.52
31 de mai. de 2020,Presidente Figueiredo,0.48
31 de mai. de 2020,Itacoatiara,0.46
31 de mai. de 2020,Boca do Acre,0.59
1 de jun. de 2020,Manacapuru,0.41
1 de jun. de 2020,Careiro,0.47
1 de jun. de 2020,Itacoatiara,0.45
1 de jun. de 2020,Manicoré,0.43
1 de jun. de 2020,Careiro da Várzea,0.56
1 de jun. de 2020,Rio Preto da Eva,0.39
1 de jun. de 2020,Tefé,0.4
1 de jun. de 2020,Humaitá,0.41
1 de jun. de 2020,Manaus,0.43
1 de jun. de 2020,Boca do Acre,0.46
1 de jun. de 2020,Coari,0.48
1 de jun. de 2020,Iranduba,0.41
1 de jun. de 2020,Borba,0.46
1 de jun. de 2020,Autazes,0.41
1 de jun. de 2020,Presidente Figueiredo,0.37
1 de jun. de 2020,São Gabriel da Cachoeira,0.37
1 de jun. de 2020,Maués,0.31
1 de jun. de 2020,Parintins,0.39
1 de jun. de 2020,Tabatinga,0.45
1 de jun. de 2020,Lábrea,0.5
2 de jun. de 2020,Itacoatiara,0.36
2 de jun. de 2020,Rio Preto da Eva,0.42
2 de jun. de 2020,Boca do Acre,0.44
2 de jun. de 2020,Maués,0.39
2 de jun. de 2020,Coari,0.44
2 de jun. de 2020,São Gabriel da Cachoeira,0.4
2 de jun. de 2020,Manaus,0.41
2 de jun. de 2020,Manacapuru,0.38
2 de jun. de 2020,Presidente Figueiredo,0.38
2 de jun. de 2020,Parintins,0.4
2 de jun. de 2020,Tefé,0.41
2 de jun. de 2020,Humaitá,0.39
2 de jun. de 2020,Iranduba,0.4
2 de jun. de 2020,Tabatinga,0.43
2 de jun. de 2020,Manicoré,0.42
2 de jun. de 2020,Lábrea,0.45
2 de jun. de 2020,Borba,0.45
2 de jun. de 2020,Autazes,0.4
2 de jun. de 2020,Careiro da Várzea,0.51
2 de jun. de 2020,Careiro,0.48
3 de jun. de 2020,São Gabriel da Cachoeira,0.33
3 de jun. de 2020,Maués,0.36
3 de jun. de 2020,Parintins,0.36
3 de jun. de 2020,Presidente Figueiredo,0.36
3 de jun. de 2020,Iranduba,0.38
3 de jun. de 2020,Manaus,0.4
3 de jun. de 2020,Humaitá,0.4
3 de jun. de 2020,Manacapuru,0.4
3 de jun. de 2020,Itacoatiara,0.41
3 de jun. de 2020,Tefé,0.41
3 de jun. de 2020,Tabatinga,0.41
3 de jun. de 2020,Coari,0.42
3 de jun. de 2020,Rio Preto da Eva,0.43
3 de jun. de 2020,Autazes,0.43
3 de jun. de 2020,Careiro,0.44
3 de jun. de 2020,Boca do Acre,0.46
3 de jun. de 2020,Lábrea,0.46
3 de jun. de 2020,Manicoré,0.47
3 de jun. de 2020,Borba,0.48
3 de jun. de 2020,Careiro da Várzea,0.51
4 de jun. de 2020,Manacapuru,0.38
4 de jun. de 2020,Boca do Acre,0.45
4 de jun. de 2020,Manaus,0.4
4 de jun. de 2020,Manicoré,0.35
4 de jun. de 2020,Careiro da Várzea,0.51
4 de jun. de 2020,Presidente Figueiredo,0.4
4 de jun. de 2020,Humaitá,0.43
4 de jun. de 2020,Iranduba,0.38
4 de jun. de 2020,Rio Preto da Eva,0.39
4 de jun. de 2020,São Gabriel da Cachoeira,0.35
4 de jun. de 2020,Borba,0.39
4 de jun. de 2020,Autazes,0.39
4 de jun. de 2020,Itacoatiara,0.37
4 de jun. de 2020,Tabatinga,0.45
4 de jun. de 2020,Tefé,0.39
4 de jun. de 2020,Maués,0.29
4 de jun. de 2020,Careiro,0.47
4 de jun. de 2020,Lábrea,0.42
4 de jun. de 2020,Parintins,0.4
4 de jun. de 2020,Coari,0.41
5 de jun. de 2020,Iranduba,0.34
5 de jun. de 2020,Autazes,0.31
5 de jun. de 2020,Careiro da Várzea,0.45
5 de jun. de 2020,Careiro,0.36
5 de jun. de 2020,Humaitá,0.34
5 de jun. de 2020,Manacapuru,0.36
5 de jun. de 2020,Tefé,0.3
5 de jun. de 2020,Lábrea,0.4
5 de jun. de 2020,Manicoré,0.32
5 de jun. de 2020,Rio Preto da Eva,0.31
5 de jun. de 2020,Presidente Figueiredo,0.34
5 de jun. de 2020,Coari,0.36
5 de jun. de 2020,Manaus,0.35
5 de jun. de 2020,Maués,0.29
5 de jun. de 2020,São Gabriel da Cachoeira,0.3
5 de jun. de 2020,Parintins,0.3
5 de jun. de 2020,Tabatinga,0.35
